"week_ending","show","seats_sold"
"1985-07-14","A Chorus Line",6552
"1985-07-21","A Chorus Line",7925
"1985-07-28","A Chorus Line",7818
"1985-08-04","A Chorus Line",7739
"1985-08-11","A Chorus Line",8746
"1985-08-18","A Chorus Line",10023
"1985-08-25","A Chorus Line",9918
"1985-09-01","A Chorus Line",8896
"1985-09-08","A Chorus Line",5868
"1985-09-15","A Chorus Line",6649
"1985-09-22","A Chorus Line",6405
"1985-09-29","A Chorus Line",5883
"1985-10-06","A Chorus Line",6238
"1985-10-13","A Chorus Line",7619
"1985-10-20","A Chorus Line",8227
"1985-10-27","A Chorus Line",7622
"1985-11-03","A Chorus Line",6578
"1985-11-10","A Chorus Line",7573
"1985-11-17","A Chorus Line",7372
"1985-11-24","A Chorus Line",6474
"1985-12-01","A Chorus Line",8789
"1985-12-08","A Chorus Line",8372
"1985-12-15","A Chorus Line",8070
"1985-12-22","A Chorus Line",6578
"1985-12-29","A Chorus Line",11265
"1986-01-05","A Chorus Line",9967
"1986-01-12","A Chorus Line",6513
"1986-01-19","A Chorus Line",6359
"1986-01-26","A Chorus Line",5124
"1986-02-02","A Chorus Line",4984
"1986-02-09","A Chorus Line",4862
"1986-02-16","A Chorus Line",6638
"1986-02-23","A Chorus Line",6752
"1986-03-02","A Chorus Line",6015
"1986-03-09","A Chorus Line",5971
"1986-03-16","A Chorus Line",7662
"1986-03-23","A Chorus Line",7515
"1986-03-30","A Chorus Line",9816
"1986-04-06","A Chorus Line",8490
"1986-04-13","A Chorus Line",7650
"1986-04-20","A Chorus Line",7289
"1986-04-27","A Chorus Line",8161
"1986-05-04","A Chorus Line",8257
"1986-05-11","A Chorus Line",7916
"1986-05-18","A Chorus Line",7896
"1986-05-25","A Chorus Line",8523
"1986-06-01","A Chorus Line",6784
"1986-06-08","A Chorus Line",6774
"1986-06-15","A Chorus Line",7271
"1986-06-22","A Chorus Line",7143
"1986-06-29","A Chorus Line",7049
"1986-07-06","A Chorus Line",6840
"1986-07-13","A Chorus Line",8246
"1986-07-20","A Chorus Line",9437
"1986-07-27","A Chorus Line",9169
"1986-08-03","A Chorus Line",9005
"1986-08-10","A Chorus Line",9065
"1986-08-17","A Chorus Line",9501
"1986-08-24","A Chorus Line",9537
"1986-08-31","A Chorus Line",8142
"1986-09-07","A Chorus Line",4961
"1986-09-14","A Chorus Line",6246
"1986-09-21","A Chorus Line",6899
"1986-09-28","A Chorus Line",6693
"1986-10-05","A Chorus Line",5959
"1986-10-12","A Chorus Line",7050
"1986-10-19","A Chorus Line",7423
"1986-10-26","A Chorus Line",7283
"1986-11-02","A Chorus Line",6195
"1986-11-09","A Chorus Line",8033
"1986-11-16","A Chorus Line",7237
"1986-11-23","A Chorus Line",6505
"1986-11-30","A Chorus Line",8170
"1986-12-07","A Chorus Line",7042
"1986-12-14","A Chorus Line",6412
"1986-12-21","A Chorus Line",4862
"1986-12-28","A Chorus Line",8398
"1987-01-04","A Chorus Line",9144
"1987-01-11","A Chorus Line",5019
"1987-01-18","A Chorus Line",4911
"1987-01-25","A Chorus Line",3954
"1987-02-01","A Chorus Line",3536
"1987-02-08","A Chorus Line",4132
"1987-02-15","A Chorus Line",5439
"1987-02-22","A Chorus Line",6839
"1987-03-01","A Chorus Line",5437
"1987-03-08","A Chorus Line",5350
"1987-03-15","A Chorus Line",6534
"1987-03-22","A Chorus Line",7131
"1987-03-29","A Chorus Line",7636
"1987-04-05","A Chorus Line",6009
"1987-04-12","A Chorus Line",6806
"1987-04-19","A Chorus Line",9434
"1987-04-26","A Chorus Line",8350
"1987-05-03","A Chorus Line",7979
"1987-05-10","A Chorus Line",7055
"1987-05-17","A Chorus Line",6714
"1987-05-24","A Chorus Line",7749
"1987-05-31","A Chorus Line",6910
"1987-06-07","A Chorus Line",6357
"1987-06-14","A Chorus Line",6980
"1987-06-21","A Chorus Line",6507
"1987-06-28","A Chorus Line",7295
"1987-07-05","A Chorus Line",5672
"1987-07-12","A Chorus Line",7430
"1987-07-19","A Chorus Line",8752
"1987-07-26","A Chorus Line",7785
"1987-08-02","A Chorus Line",8606
"1987-08-09","A Chorus Line",9156
"1987-08-16","A Chorus Line",9965
"1987-08-23","A Chorus Line",10212
"1987-08-30","A Chorus Line",10089
"1987-09-06","A Chorus Line",7374
"1987-09-13","A Chorus Line",6837
"1987-09-20","A Chorus Line",7573
"1987-09-27","A Chorus Line",6941
"1987-10-04","A Chorus Line",6362
"1987-10-11","A Chorus Line",7662
"1987-10-18","A Chorus Line",7513
"1987-10-25","A Chorus Line",6787
"1987-11-01","A Chorus Line",5391
"1987-11-08","A Chorus Line",6322
"1987-11-15","A Chorus Line",6025
"1987-11-22","A Chorus Line",5411
"1987-11-29","A Chorus Line",7728
"1987-12-06","A Chorus Line",6926
"1987-12-13","A Chorus Line",7285
"1987-12-20","A Chorus Line",4905
"1987-12-27","A Chorus Line",6922
"1988-01-03","A Chorus Line",10749
"1988-01-10","A Chorus Line",4798
"1988-01-17","A Chorus Line",5104
"1988-01-24","A Chorus Line",4525
"1988-01-31","A Chorus Line",4169
"1988-02-07","A Chorus Line",4026
"1988-02-14","A Chorus Line",5401
"1988-02-21","A Chorus Line",6760
"1988-02-28","A Chorus Line",4873
"1988-03-06","A Chorus Line",5028
"1988-03-13","A Chorus Line",5493
"1988-03-20","A Chorus Line",6628
"1988-03-27","A Chorus Line",6694
"1988-04-03","A Chorus Line",8498
"1988-04-10","A Chorus Line",9043
"1988-04-17","A Chorus Line",5984
"1988-04-24","A Chorus Line",6485
"1988-05-01","A Chorus Line",6036
"1988-05-08","A Chorus Line",6842
"1988-05-15","A Chorus Line",6881
"1988-05-22","A Chorus Line",7112
"1988-05-29","A Chorus Line",6691
"1988-06-05","A Chorus Line",5203
"1988-06-12","A Chorus Line",6978
"1988-06-26","A Chorus Line",6832
"1988-07-03","A Chorus Line",6504
"1988-07-10","A Chorus Line",5477
"1988-07-17","A Chorus Line",6979
"1988-07-24","A Chorus Line",8597
"1988-07-31","A Chorus Line",8110
"1988-08-07","A Chorus Line",7932
"1988-08-14","A Chorus Line",8496
"1988-08-21","A Chorus Line",9285
"1988-08-28","A Chorus Line",8013
"1988-09-04","A Chorus Line",6674
"1988-09-11","A Chorus Line",5129
"1988-09-18","A Chorus Line",5758
"1988-09-25","A Chorus Line",5638
"1988-10-02","A Chorus Line",6088
"1988-10-09","A Chorus Line",6371
"1988-10-16","A Chorus Line",6809
"1988-10-23","A Chorus Line",6583
"1988-10-30","A Chorus Line",5440
"1988-11-06","A Chorus Line",4776
"1988-11-13","A Chorus Line",5907
"1988-11-20","A Chorus Line",4763
"1988-11-27","A Chorus Line",6695
"1988-12-04","A Chorus Line",6151
"1988-12-11","A Chorus Line",6533
"1988-12-18","A Chorus Line",5236
"1988-12-25","A Chorus Line",5050
"1989-01-01","A Chorus Line",10134
"1989-01-08","A Chorus Line",4591
"1989-01-15","A Chorus Line",5101
"1989-01-22","A Chorus Line",4768
"1989-01-29","A Chorus Line",4658
"1989-02-05","A Chorus Line",4358
"1989-02-12","A Chorus Line",5270
"1989-02-19","A Chorus Line",6291
"1989-02-26","A Chorus Line",6259
"1989-03-05","A Chorus Line",5428
"1989-03-12","A Chorus Line",7104
"1989-03-19","A Chorus Line",7442
"1989-03-26","A Chorus Line",8118
"1989-04-02","A Chorus Line",7549
"1989-04-09","A Chorus Line",7549
"1989-04-16","A Chorus Line",5720
"1989-04-23","A Chorus Line",7149
"1989-04-30","A Chorus Line",6637
"1989-05-07","A Chorus Line",8330
"1989-05-14","A Chorus Line",5855
"1989-05-21","A Chorus Line",6433
"1989-05-28","A Chorus Line",5853
"1989-06-04","A Chorus Line",4231
"1989-06-11","A Chorus Line",5809
"1989-06-18","A Chorus Line",5968
"1989-06-25","A Chorus Line",6049
"1989-07-02","A Chorus Line",4983
"1989-07-09","A Chorus Line",4894
"1989-07-16","A Chorus Line",5932
"1989-07-23","A Chorus Line",6646
"1989-07-30","A Chorus Line",6481
"1989-08-06","A Chorus Line",6402
"1989-08-13","A Chorus Line",8058
"1989-08-20","A Chorus Line",8184
"1989-08-27","A Chorus Line",7309
"1989-09-03","A Chorus Line",5711
"1989-09-10","A Chorus Line",4723
"1989-09-17","A Chorus Line",5422
"1989-09-24","A Chorus Line",5407
"1989-10-01","A Chorus Line",4753
"1989-10-08","A Chorus Line",5493
"1989-10-15","A Chorus Line",6061
"1989-10-22","A Chorus Line",6015
"1989-10-29","A Chorus Line",4635
"1989-11-05","A Chorus Line",4371
"1989-11-12","A Chorus Line",5255
"1989-11-19","A Chorus Line",4349
"1989-11-26","A Chorus Line",6418
"1989-12-03","A Chorus Line",4047
"1989-12-10","A Chorus Line",5835
"1989-12-17","A Chorus Line",4633
"1989-12-24","A Chorus Line",3808
"1989-12-31","A Chorus Line",9725
"1990-01-07","A Chorus Line",5928
"1990-01-14","A Chorus Line",5529
"1990-01-21","A Chorus Line",4510
"1990-01-28","A Chorus Line",4449
"1990-02-04","A Chorus Line",4167
"1990-02-11","A Chorus Line",3934
"1990-02-18","A Chorus Line",6221
"1990-02-25","A Chorus Line",8875
"1990-03-04","A Chorus Line",7293
"1990-03-11","A Chorus Line",9012
"1990-03-18","A Chorus Line",10083
"1990-03-25","A Chorus Line",10928
"1990-04-01","A Chorus Line",11212
"1990-04-08","A Chorus Line",8164
"1990-04-15","A Chorus Line",11006
"1990-04-22","A Chorus Line",11128
"1990-04-29","A Chorus Line",11113
"2006-09-24","A Chorus Line",7255
"2006-10-01","A Chorus Line",7682
"2006-10-08","A Chorus Line",6918
"2006-10-15","A Chorus Line",8036
"2006-10-22","A Chorus Line",8528
"2006-10-29","A Chorus Line",8543
"2006-11-05","A Chorus Line",8341
"2006-11-12","A Chorus Line",8173
"2006-11-19","A Chorus Line",8405
"2006-11-26","A Chorus Line",8651
"2006-12-03","A Chorus Line",8020
"2006-12-10","A Chorus Line",8358
"2006-12-17","A Chorus Line",8275
"2006-12-24","A Chorus Line",8622
"2006-12-31","A Chorus Line",8664
"2007-01-07","A Chorus Line",8502
"2007-01-14","A Chorus Line",8014
"2007-01-21","A Chorus Line",7479
"2007-01-28","A Chorus Line",7298
"2007-02-04","A Chorus Line",6931
"2007-02-11","A Chorus Line",6933
"2007-02-18","A Chorus Line",7110
"2007-02-25","A Chorus Line",8324
"2007-03-04","A Chorus Line",6745
"2007-03-11","A Chorus Line",7058
"2007-03-18","A Chorus Line",8237
"2007-03-25","A Chorus Line",7592
"2007-04-01","A Chorus Line",7903
"2007-04-08","A Chorus Line",8429
"2007-04-15","A Chorus Line",8168
"2007-04-22","A Chorus Line",7490
"2007-04-29","A Chorus Line",7294
"2007-05-06","A Chorus Line",6775
"2007-05-13","A Chorus Line",7079
"2007-05-20","A Chorus Line",7300
"2007-05-27","A Chorus Line",6859
"2007-06-03","A Chorus Line",6030
"2007-06-10","A Chorus Line",6751
"2007-06-17","A Chorus Line",7381
"2007-06-24","A Chorus Line",7857
"2007-07-01","A Chorus Line",8023
"2007-07-08","A Chorus Line",8359
"2007-07-15","A Chorus Line",7631
"2007-07-22","A Chorus Line",8069
"2007-07-29","A Chorus Line",8236
"2007-08-05","A Chorus Line",8122
"2007-08-12","A Chorus Line",8305
"2007-08-19","A Chorus Line",7917
"2007-08-26","A Chorus Line",7394
"2007-09-02","A Chorus Line",7576
"2007-09-09","A Chorus Line",6974
"2007-09-16","A Chorus Line",7571
"2007-09-23","A Chorus Line",6972
"2007-09-30","A Chorus Line",6652
"2007-10-07","A Chorus Line",7011
"2007-10-14","A Chorus Line",7277
"2007-10-21","A Chorus Line",7330
"2007-10-28","A Chorus Line",6836
"2007-11-04","A Chorus Line",6322
"2007-11-11","A Chorus Line",2834
"2007-11-18","A Chorus Line",0
"2007-11-25","A Chorus Line",0
"2007-12-02","A Chorus Line",3219
"2007-12-09","A Chorus Line",5437
"2007-12-16","A Chorus Line",4305
"2007-12-23","A Chorus Line",4690
"2007-12-30","A Chorus Line",8560
"2008-01-06","A Chorus Line",7666
"2008-01-13","A Chorus Line",5670
"2008-01-20","A Chorus Line",5703
"2008-01-27","A Chorus Line",5083
"2008-02-03","A Chorus Line",4363
"2008-02-10","A Chorus Line",5445
"2008-02-17","A Chorus Line",6553
"2008-02-24","A Chorus Line",5505
"2008-03-02","A Chorus Line",5167
"2008-03-09","A Chorus Line",5321
"2008-03-16","A Chorus Line",6025
"2008-03-23","A Chorus Line",7896
"2008-03-30","A Chorus Line",8012
"2008-04-06","A Chorus Line",5229
"2008-04-13","A Chorus Line",4748
"2008-04-20","A Chorus Line",5048
"2008-04-27","A Chorus Line",7134
"2008-05-04","A Chorus Line",5309
"2008-05-11","A Chorus Line",5291
"2008-05-18","A Chorus Line",5312
"2008-05-25","A Chorus Line",5938
"2008-06-01","A Chorus Line",4187
"2008-06-08","A Chorus Line",4846
"2008-06-15","A Chorus Line",5546
"2008-06-22","A Chorus Line",6459
"2008-06-29","A Chorus Line",7234
"2008-07-06","A Chorus Line",7841
"2008-07-13","A Chorus Line",6365
"2008-07-20","A Chorus Line",6995
"2008-07-27","A Chorus Line",7375
"2008-08-03","A Chorus Line",7481
"2008-08-10","A Chorus Line",8054
"2008-08-17","A Chorus Line",7181
"1991-12-22","A Christmas Carol",7978
"1991-12-29","A Christmas Carol",8591
"1992-12-20","A Christmas Carol",9569
"1992-12-27","A Christmas Carol",9675
"1993-01-03","A Christmas Carol",9713
"1994-12-25","A Christmas Carol",9831
"1995-01-01","A Christmas Carol",9665
"1995-01-08","A Christmas Carol",9683
"2001-12-30","A Christmas Carol",12005
"2019-11-10","A Christmas Carol",1651
"2019-11-17","A Christmas Carol",4194
"2019-11-24","A Christmas Carol",5590
"2019-12-01","A Christmas Carol",5988
"2019-12-08","A Christmas Carol",6164
"2019-12-15","A Christmas Carol",6619
"2019-12-22","A Christmas Carol",6645
"2019-12-29","A Christmas Carol",6758
"2020-01-05","A Christmas Carol",4744
"2012-11-11","A Christmas Story, The Musical",7225
"2012-11-18","A Christmas Story, The Musical",10229
"2012-11-25","A Christmas Story, The Musical",11963
"2012-12-02","A Christmas Story, The Musical",10196
"2012-12-09","A Christmas Story, The Musical",11517
"2012-12-16","A Christmas Story, The Musical",13479
"2012-12-23","A Christmas Story, The Musical",12784
"2012-12-30","A Christmas Story, The Musical",11840
"2001-02-18","A Class Act",4828
"2001-02-25","A Class Act",5216
"2001-03-04","A Class Act",4765
"2001-03-11","A Class Act",4500
"2001-03-18","A Class Act",5881
"2001-03-25","A Class Act",5495
"2001-04-01","A Class Act",4333
"2001-04-08","A Class Act",2067
"2001-04-15","A Class Act",3130
"2001-04-22","A Class Act",3830
"2001-04-29","A Class Act",3409
"2001-05-06","A Class Act",3448
"2001-05-13","A Class Act",3324
"2001-05-20","A Class Act",3704
"2001-05-27","A Class Act",3594
"2001-06-03","A Class Act",2736
"2001-06-10","A Class Act",3834
"2003-03-16","A Day in the Death of Joe Egg",3109
"2003-03-23","A Day in the Death of Joe Egg",4957
"2003-03-30","A Day in the Death of Joe Egg",5148
"2003-04-06","A Day in the Death of Joe Egg",5522
"2003-04-13","A Day in the Death of Joe Egg",5454
"2003-04-20","A Day in the Death of Joe Egg",5039
"2003-04-27","A Day in the Death of Joe Egg",5538
"2003-05-04","A Day in the Death of Joe Egg",5484
"2003-05-11","A Day in the Death of Joe Egg",5369
"2003-05-18","A Day in the Death of Joe Egg",5788
"2003-05-25","A Day in the Death of Joe Egg",5991
"2003-06-01","A Day in the Death of Joe Egg",5951
"1996-03-31","A Delicate Balance",3556
"1996-04-07","A Delicate Balance",5652
"1996-04-14","A Delicate Balance",7638
"1996-04-21","A Delicate Balance",6431
"1996-04-28","A Delicate Balance",7966
"1996-05-05","A Delicate Balance",7949
"1996-05-12","A Delicate Balance",8352
"1996-05-19","A Delicate Balance",8355
"1996-05-26","A Delicate Balance",8338
"1996-06-02","A Delicate Balance",8170
"1996-06-09","A Delicate Balance",8640
"1996-06-16","A Delicate Balance",7280
"1996-06-23","A Delicate Balance",7389
"1996-06-30","A Delicate Balance",7211
"1996-07-07","A Delicate Balance",7924
"1996-07-14","A Delicate Balance",7493
"1996-07-21","A Delicate Balance",7103
"1996-07-28","A Delicate Balance",6596
"1996-08-04","A Delicate Balance",5564
"1996-08-11","A Delicate Balance",6328
"1996-08-18","A Delicate Balance",6181
"1996-08-25","A Delicate Balance",5612
"1996-09-01","A Delicate Balance",6594
"1996-09-08","A Delicate Balance",6068
"1996-09-15","A Delicate Balance",6469
"1996-09-22","A Delicate Balance",7613
"1996-09-29","A Delicate Balance",8491
"2014-10-26","A Delicate Balance",6416
"2014-11-02","A Delicate Balance",6416
"2014-11-09","A Delicate Balance",6416
"2014-11-16","A Delicate Balance",6416
"2014-11-23","A Delicate Balance",6356
"2014-11-30","A Delicate Balance",5650
"2014-12-07","A Delicate Balance",6092
"2014-12-14","A Delicate Balance",6015
"2014-12-21","A Delicate Balance",5109
"2014-12-28","A Delicate Balance",5025
"2015-01-04","A Delicate Balance",5456
"2015-01-11","A Delicate Balance",4706
"2015-01-18","A Delicate Balance",5349
"2015-01-25","A Delicate Balance",4941
"2015-02-01","A Delicate Balance",4289
"2015-02-08","A Delicate Balance",4427
"2015-02-15","A Delicate Balance",4799
"2015-02-22","A Delicate Balance",4327
"1997-03-30","A Doll's House",3221
"1997-04-06","A Doll's House",5141
"1997-04-13","A Doll's House",6349
"1997-04-20","A Doll's House",6202
"1997-04-27","A Doll's House",6875
"1997-05-04","A Doll's House",6378
"1997-05-11","A Doll's House",6472
"1997-05-18","A Doll's House",6305
"1997-05-25","A Doll's House",6137
"1997-06-01","A Doll's House",6088
"1997-06-08","A Doll's House",6602
"1997-06-15","A Doll's House",6839
"1997-06-22","A Doll's House",7082
"1997-06-29","A Doll's House",6895
"1997-07-06","A Doll's House",6568
"1997-07-13","A Doll's House",6593
"1997-07-20","A Doll's House",6385
"1997-07-27","A Doll's House",6598
"1997-08-03","A Doll's House",3497
"1997-08-10","A Doll's House",5710
"1997-08-17","A Doll's House",6717
"1997-08-24","A Doll's House",7028
"1997-08-31","A Doll's House",8307
"2017-04-02","A Doll's House, Part 2",2863
"2017-04-09","A Doll's House, Part 2",4578
"2017-04-16","A Doll's House, Part 2",3772
"2017-04-23","A Doll's House, Part 2",4484
"2017-04-30","A Doll's House, Part 2",5554
"2017-05-07","A Doll's House, Part 2",5187
"2017-05-14","A Doll's House, Part 2",5611
"2017-05-21","A Doll's House, Part 2",5107
"2017-05-28","A Doll's House, Part 2",6083
"2017-06-04","A Doll's House, Part 2",5893
"2017-06-11","A Doll's House, Part 2",6130
"2017-06-18","A Doll's House, Part 2",5837
"2017-06-25","A Doll's House, Part 2",5701
"2017-07-02","A Doll's House, Part 2",5549
"2017-07-09","A Doll's House, Part 2",5532
"2017-07-16","A Doll's House, Part 2",5829
"2017-07-23","A Doll's House, Part 2",6150
"2017-07-30","A Doll's House, Part 2",5163
"2017-08-06","A Doll's House, Part 2",4317
"2017-08-13","A Doll's House, Part 2",4772
"2017-08-20","A Doll's House, Part 2",3613
"2017-08-27","A Doll's House, Part 2",3817
"2017-09-03","A Doll's House, Part 2",4175
"2017-09-10","A Doll's House, Part 2",3616
"2017-09-17","A Doll's House, Part 2",4034
"2017-09-24","A Doll's House, Part 2",4623
"1989-11-05","A Few Good Men",1965
"1989-11-12","A Few Good Men",2447
"1989-11-19","A Few Good Men",2503
"1989-11-26","A Few Good Men",3755
"1989-12-03","A Few Good Men",2793
"1989-12-10","A Few Good Men",3593
"1989-12-17","A Few Good Men",5533
"1989-12-24","A Few Good Men",6846
"1989-12-31","A Few Good Men",7063
"1990-01-07","A Few Good Men",6029
"1990-01-14","A Few Good Men",5947
"1990-01-21","A Few Good Men",6499
"1990-01-28","A Few Good Men",6220
"1990-02-04","A Few Good Men",4237
"1990-02-11","A Few Good Men",4272
"1990-02-18","A Few Good Men",5047
"1990-02-25","A Few Good Men",5760
"1990-03-04","A Few Good Men",4923
"1990-03-11","A Few Good Men",4797
"1990-03-18","A Few Good Men",4579
"1990-03-25","A Few Good Men",5271
"1990-04-01","A Few Good Men",4802
"1990-04-08","A Few Good Men",4275
